Entry,Gene Names
Q96BH3,ELSPBP1 E12
Q96BQ1,FAM3D UNQ567/PRO1130
Q96DD7,SHISA4 C1orf40 TMEM58 UNQ583/PRO1153
Q96DX4,RSPRY1 KIAA1972 UNQ328/PRO444
Q96F05,C11orf24 FP2568 UNQ1872/PRO4315
Q96FC7,PHYHIPL KIAA1796 UNQ6309/PRO20934
Q96I82,KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184
Q96IQ7,VSIG2 CTH CTXL UNQ2770/PRO7154
Q96JK4,HHIPL1 HHIP2 KIAA1822 UNQ9245/PRO34761
Q96KX0,LYZL4 LYC4
Q96L15,ART5 UNQ575/PRO1137
Q96LR4,TAFA4 FAM19A4
Q96P69,GPR78 UNQ5925/PRO19818
Q96PB8,LRRC3B LRP15 UNQ195/PRO221
Q96PL1,SCGB3A2 PNSP1 UGRP1 UNQ566/PRO1128
Q96PL2,TECTB
Q96QR1,SCGB3A1 HIN1 PNSP2 UGRP2 UNQ629/PRO1245
Q96RW8,PLA2
Q96S96,PEBP4 CORK1 UNQ1933/PRO4408
Q96SM3,CPXM1 CPX1 CPXM UNQ3015/PRO9782
Q99218,AMELY AMGL AMGY
Q99645,EPYC DSPG3 PGLB SLRR3B
Q99727,TIMP4
Q99954,SMR3A PBI PROL5
Q9BQ08,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770
Q9BQR3,PRSS27 MPN UNQ1884/PRO4327
Q9BRJ6,CHLSN C7orf50 FP15621
Q9BRY0,SLC39A3 ZIP3
Q9BS22,PLA2G1B
Q9BSG0,PRADC1 C2orf7 PAP21 UNQ833/PRO1760
Q9BSN7,TMEM204 C16orf30 CLP24 UNQ6509/PRO21434
Q9BUN1,MENT C1orf56 UNQ547/PRO1104
Q9BWW8,APOL6 UNQ3095/PRO21341
Q9BX93,PLA2G12B PLA2G13 FKSG71
Q9BZ76,CNTNAP3 CASPR3 KIAA1714
Q9C011,PLA2
Q9C0B6,BRINP2 DBCCR1L2 FAM5B KIAA1747
Q9H1E5,TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938
Q9H1U4,MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305
Q9H1Z8,ECRG4 C2orf40 UNQ761/PRO1508
Q9H336,CRISPLD1 CRISP10 LCRISP1 UNQ342/PRO541
Q9H3E2,SNX25 MSTP043
Q9H3G5,CPVL VLP PSEC0124 UNQ197/PRO223
Q9H4A4,RNPEP APB
Q9H4B8,DPEP3 UNQ834/PRO1772
Q9H4G1,CST9L CTES7B UNQ1835/PRO3543
Q9H6D8,FNDC4 FRCP1 UNQ6389/PRO21134
Q9H8J5,MANSC1 LOH12CR3 UNQ316/PRO361
Q9H9Y4,GPN2 ATPBD1B UNQ5828/PRO19647
Q9HAT1,LMAN1L ERGL UNQ2784/PRO7174
Q9HB40,SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302
Q9HCT0,FGF22 UNQ2500/PRO5800
Q9NP10,IGF1
Q9NPH6,OBP2B UNQ653/PRO1283
Q9NRN5,OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294
Q9NRR1,CYTL1 C4orf4 UNQ1942/PRO4425
Q9NS98,SEMA3G
Q9NTU7,CBLN4 CBLNL1 UNQ718/PRO1382
Q9NW68,BSDC1 UNQ2494/PRO5781
Q9NY57,STK32B YANK2 UNQ3003/PRO9744
Q9NYL4,FKBP11 FKBP19 UNQ336/PRO535
Q9P0M4,IL17C UNQ561/PRO1122
Q9P218,COL20A1 KIAA1510
Q9UH62,ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007
Q9UHF5,IL17B IL20 NIRF ZCYTO7 UNQ516/PRO1031
Q9UK85,DKKL1 SGY1 UNQ735/PRO1429
Q9UKR3,KLK13 KLKL4
Q9UKY3,CES1P1 CES4
Q9UN67,PCDHB10 UNQ1906/PRO4352
Q9UQ72,PSG11 PSG13 PSG14
Q9Y2B0,CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426
Q9Y334,VWA7 C6orf27 G7C NG37
Q9Y3E0,GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793
Q9Y3E2,BOLA1 CGI-143
Q9Y5F0,PCDHB13 UNQ332/PRO531
Q9Y5W5,WIF1 UNQ191/PRO217
Q9Y680,FKBP7 FKBP23 UNQ670/PRO1304
V9HWA9,HEL-S-62p
X6R3P0,SLIT2
A0A024R0T9,APOC2
A0A024R2X3,HYAL1 hCG_17459
A0A024R374,
A0A024R3E3,
A0A024R6C0,NPC2 hCG_21712
A0A024R6G3,
A0A024R8G3,
A0A024RAG6,ADIC
A0A024RCM4,BAG6 BAT3 hCG_2005629
A0A075B6H7,IGKV3-7
A0A075B6H8,IGKV1D-42
A0A075B6H9,IGLV4-69
A0A075B6I0,IGLV8-61
A0A075B6I1,IGLV4-60
A0A075B6I3,IGLV11-55
A0A075B6I4,IGLV10-54
A0A075B6I6,IGLV1-50
A0A075B6I7,IGLV5-48
A0A075B6I9,IGLV7-46
A0A075B6J1,IGLV5-37
A0A075B6J2,IGLV2-33
A0A075B6J6,IGLV3-22
A0A075B6K0,IGLV3-16
A0A075B6K2,IGLV3-12
A0A075B6K4,IGLV3-10
A0A075B6K5,IGLV3-9
A0A075B6K6,IGLV4-3
A0A075B6P5,IGKV2-28
A0A075B6Q5,IGHV3-64
A0A075B6R2,IGHV4-4
A0A075B6R9,IGKV2D-24
A0A075B6S2,IGKV2D-29
A0A075B6S4,IGKV1D-17
A0A075B6S5,IGKV1-27
A0A075B6S6,IGKV2D-30
A0A075B6S9,IGKV1-37
A0A087WSX0,IGLV5-45
A0A087WSY4,IGHV4-30-2
A0A087WSY5,CPB2
A0A087WSY6,IGKV3D-15
A0A087WSZ0,IGKV1D-8
A0A087WTB5,IL6R
A0A087WW87,IGKV2-40
A0A087WX80,LAMA2
A0A087WYF1,LAMA2
A0A087WYL3,IMPG1
A0A087X0H5,GHR
A0A087X0M8,CHL1
A0A087X162,GHR
A0A097PIE4,BMP4
A0A0A0MQV6,FGF2
A0A0A0MQW6,ADAMTS10
A0A0A0MRJ7,F5
A0A0A0MRZ7,IGKV2D-26
A0A0A0MRZ8,IGKV3D-11
A0A0A0MRZ9,IGLV5-52
A0A0A0MS00,IGLV3-32
A0A0A0MS14,IGHV1-45
A0A0A0MS15,IGHV3-49
A0A0A0MS77,IL15RA
A0A0A0MSH5,VEGFA
A0A0A0MSH7,VEGFA
A0A0A0MSI7,VEGFA
A0A0A0MT36,IGKV6D-21
A0A0A0MTB2,VEGFA
A0A0A0MTC7,LAMA4
A0A0A6YY99,TNFSF12-TNFSF13
A0A0A6YYA0,TMED7-TICAM2
A0A0B4J1U3,IGLV1-36
A0A0B4J1U7,IGHV6-1
A0A0B4J1V0,IGHV3-15
A0A0B4J1V1,IGHV3-21
A0A0B4J1V2,IGHV2-26
A0A0B4J1V6,IGHV3-73
A0A0B4J1V7,IGHV7-81
A0A0B4J1X5,IGHV3-74
A0A0B4J1X8,IGHV3-43
A0A0B4J1Y8,IGLV9-49
A0A0B4J1Y9,IGHV3-72
A0A0B4J1Z2,IGKV1D-43
A0A0B4J2D9,IGKV1D-13
A0A0B4J2H0,IGHV1-69D
A0A0B4RUS7,APOA5 hCG_1642845
A0A0C4DFQ5,KLK4 KLNB1 hCG_1641510
A0A0C4DFS1,COL11A2 hCG_2039805
A0A0C4DFW8,XYLT2 hCG_29612
A0A0C4DGB6,ALB
A0A0C4DGC6,PLA2G12A hCG_21046
A0A0C4DGX3,EDA hCG_14664
A0A0C4DH24,IGKV6-21
A0A0C4DH25,IGKV3D-20
A0A0C4DH26,IGKV6D-41
A0A0C4DH29,IGHV1-3
A0A0C4DH30,IGHV3-16
A0A0C4DH31,IGHV1-18
A0A0C4DH32,IGHV3-20
A0A0C4DH33,IGHV1-24
A0A0C4DH34,IGHV4-28
A0A0C4DH35,IGHV3-35
A0A0C4DH36,IGHV3-38
A0A0C4DH38,IGHV5-51
A0A0C4DH39,IGHV1-58
A0A0C4DH41,IGHV4-61
A0A0C4DH42,IGHV3-66
A0A0C4DH43,IGHV2-70D
A0A0C4DH55,IGKV3D-7
A0A0C4DH67,IGKV1-8
A0A0C4DH68,IGKV2-24
A0A0C4DH69,IGKV1-9
A0A0C4DH72,IGKV1-6
A0A0C4DH73,IGKV1-12
A0A0F7G8J1,PLG
A0A0F7RQE8,FSHB
A0A0G2JH38,CFB
A0A0G2JIE7,C2
A0A0G2JJM1,BAG6
A0A0G2JJW2,AGER
A0A0G2JK23,BAG6
A0A0G2JL23,AGER
A0A0G2JL35,COL11A2
A0A0G2JL47,BAG6
A0A0G2JL54,C4B_2 C4B
A0A0G2JL69,C2
A0A0G2JL78,COL11A2 hCG_2039805
A0A0G2JMI3,IGHV1-69-2
A0A0G2JPR0,C4A
A0A0G2JS06,IGLV5-39
A0A0G2YPN5,TNF
A0A0H3VB22,FASLG
A0A0H3W5P3,MYOC
A0A0J9YVY3,IGHV7-4-1
A0A0J9YX35,IGHV3-64D
A0A0J9YXX1,IGHV5-10-1
A0A0K0K1H8,HEL-S-71p
A0A0K0KSD3,EDA
A0A0R7FJH5,F12
A0A0S2A5D6,GDF6 hCG_15804
A0A0S2Z3F6,CETP hCG_23902
A0A0S2Z3I8,CETP hCG_23902
A0A0S2Z3Q0,HYAL1 hCG_17459
A0A0S2Z3R6,LAMB3
A0A0S2Z3T2,GDNF
A0A0S2Z437,BTC hCG_24384
A0A0U4BCF5,
A0A0U5EM55,TNLG6A
A0A0U5J5F5,TNFSF12 TNLG4A hCG_1991317
A0A0U5J797,TNLG7C
A0A0U5J7Q1,TNLG7A
A0A0Y0IMM4,
A0A140CTW9,MYOC
A0A140CTX0,MYOC
A0A140CTX1,MYOC
A0A140CTX2,MYOC
A0A140CTX4,MYOC
A0A140G961,CRYAB
A0A140T9N1,COL11A2
A0A140TA29,C4B
A0A140TA43,COL11A2
A0A140TA44,C4A
A0A140TA49,C4A
A0A140TA54,COL11A2
A0A140VJI7,
A0A140VJJ6,
A0A140VJU8,
A0A140VK24,
A0A140VKF3,
A0A140VKH7,
A0A161I202,LTF
A0A1B0GTK4,FAM237A
A0A1B0GUZ2,REN
A0A1B0GVD1,FAM237B
A0A1B0GVG2,ASAH1
A0A1B0GVH4,PRSS51
A0A1B0GX79,BAG6
A0A1L7NY41,GALNT2 GalNAc-T2
A0A1S5UZ00,DHRSX
A0A1U9X7A6,
A0A1U9X7A9,
A0A1U9X7H2,
A0A1U9X7H4,
A0A1U9X7H5,
A0A1U9X7H6,
A0A1U9X7H7,
A0A1U9X7H8,
A0A1U9X7I0,
A0A1U9X8W4,
A0A1U9X8X3,
A0A1U9X8X9,
A0A1Z1VXF2,CD44
A0A224B028,IL-21 IL21 hCG_38188
A0A250SH36,NMU hCG_20599
A0A286YFE3,PPT1
A0A286YFF7,PPT1
A0A286YFL8,PPT1
A0A2C9F2P4,PPT1
A0A2Q2TCK2,LIPI
A0A2R8Y3M9,
A0A2R8YDF1,BPI
A0A2U3TZU2,GPI
A0A346D5N4,F12
A0A384MDP3,
A0A384MDV6,CPZ hCG_16447
A0A384MDV8,
A0A384MDX3,
A0A384ME91,
A0A384MR03,
A0A384N679,
A0A384NPH9,
A0A384NYY3,
A0A3B0IT57,ADIR
A0A3B3IS91,POLGARF
A0A3B3ISG5,IDE
A0A3B3ISS9,
A0A3G1DIU6,MT-RNR2
A0A411D318,TNFA
A0A494C036,PTPRZ1
A0A494C043,NRG1
A0A494C055,PTPRZ1
A0A494C087,PTPRZ1
A0A494C0B1,PDYN
A0A494C0B3,PDYN
A0A494C0K4,NRG1
A0A494C0U4,PTPRZ1
A0A494C0X3,PDYN
A0A494C114,NRG1
A0A494C197,PDYN
A0A494C1B4,PTPRZ1
A0A494C1E3,PDYN
A0A494C1F5,NRG1
A0A494C1F8,NRG1
A0A494C1H9,PTPRZ1
A0A494C1J4,PDYN
A0A494C1R4,PTPRZ1
A0A494C1U2,PDYN
A0A4D5RA86,
A0A4D5RA95,
A0A4D5RAA2,
A0A4D5RAA5,
A0A4D5RAB7,
A0A4D5RAD4,
A0A4D5RAG0,
A0A4D5RAH1,
A0A4D5RAH8,
A0A4D5RAI5,
A0A4D5RAJ5,
A0A4D5RAU4,
A0A4D5RBL6,
A0A4D5RBR8,
A0A590UJ57,LRP8
A0A590UJ76,DMBT1
A0A590UJ98,LRP8
A0A590UJF9,LRP8
A0A590UJJ8,LRP8
A0A590UJZ9,DMBT1
A0A590UK45,LRP8
A0A590UK53,LRP8
A0A590UKB1,LRP8
A0A5A4N2X8,
A0A5A4N5K5,
A0A5K1VW97,ACAN
A0A669KB41,SNCA
A0A669KB69,APOA5
A0A669KBH5,SNCA
A0A6I8PIS1,SORD
A0A6Q8PF45,GARS1
A0A6Q8PFZ6,GARS1
A0A6Q8PG06,CPB2
A0A6Q8PGA8,GARS1
A0A6Q8PH49,GARS1
A0A6Q8PHI7,GARS1
A0A6Q8PHS9,CPB2
A0A7D6VMU1,
A0A7I2PJH0,NLRP3
A0A7I2PMC6,NLRP3
A0A7I2V2D2,SERPING1
A0A7I2V2J0,LAMB1
A0A7I2V2P6,IDE
A0A7I2V2R5,DPP4
A0A7I2V2S1,IDE
A0A7I2V2T9,LAMB1
A0A7I2V2X8,DPP4
A0A7I2V3D1,TMPRSS2
A0A7I2V3E3,IDE
A0A7I2V3H1,BAG6
A0A7I2V3I5,LAMB1
A0A7I2V3J7,LAMB1
A0A7I2V407,LAMB1
A0A7I2V474,TMPRSS2
A0A7I2V4J9,LAMB1
A0A7I2V4Q3,IDE
A0A7I2V4Z9,CTSB
A0A7I2V508,BAG6
A0A7I2V5J1,ADAMTS1
A0A7I2V5R0,LAMB1
A0A7I2V5R3,SERPING1
A0A7I2V5R8,DPP4 hCG_39008
A0A7I2V5X5,LAMB1
A0A7I2V5X9,GGH
A0A7I2V610,IDE
A0A7I2V650,TMPRSS2
A0A7I2V682,LAMB1
A0A7I2YQ93,PLAT
A0A7I2YQK9,CTSB
A0A7I2YQL5,ADAMTS1
A0A7I2YQL8,TGFB1
A0A7I2YQV5,IDE
A0A7I6GV05,Bf
A0A7I6GV09,Bf
A0A7P0MQS5,BAG6
A0A7P0NGZ6,CTSB
A0A7P0T861,CALR
A0A7P0T862,NAMPT
A0A7P0T895,NAMPT
A0A7P0T8D1,AGT
A0A7P0T8L3,NAMPT
A0A7P0T931,NAMPT
A0A7P0T9I9,NAMPT
A0A7P0TA83,RELN
A0A7P0TAS5,NAMPT
A0A7R8GUN6,IF2F
A0A7R8GV38,IF1DA1
A0A7S9TQK2,CPE hCG_15254
A0A7U3JVY7,FGF6A
A0A7U3JVZ2,FGF2B
A0A7U3JW12,FGF7A FGF4 hCG_27984
A0A7U3L4E7,FGF8A FGF19 hCG_1646998
A0A8C8KBU6,IL16
A0A8F0WPP1,
A0A8F0WQF6,
A0A8Q3SI05,C3
A0A8Q3SI37,C9
A0A8Q3SI39,C9
A0A8Q3SI45,C3
A0A8Q3SI88,C8B
A0A8Q3SID6,C5
A0A8Q3SIM0,C7
A0A8Q3SJL1,IL6
A0A8Q3WKM6,C2
A0A8Q3WKM9,C2
A0A8Q3WKN5,C2
A0A8Q3WL25,F12
A0A8Q3WL56,C8B
A0A8Q3WL70,C2
A0A8Q3WL76,C7
A0A8Q3WM97,C8B
A0A8V8TLJ5,TCN2
A0A8V8TLK0,TCN2
A0A8V8TLL7,TCN2
A0A8V8TLM2,TCN2
A0A8V8TM34,TCN2
A0A8V8TMI9,CFB
A0A8V8TN24,TCN2
A0A8V8TN28,TCN2
A0A8V8TNC0,TCN2
A0A8V8TNC5,TCN2
A0A8V8TNL2,TNF
A0A8V8TNU0,CFB
A0A8V8TP45,MASP2
A0A8V8TP82,TNFSF12
A0A8V8TPA2,MASP2
A0A8V8TPN3,MASP2
A0A8V8TPT6,MASP2
A0A8V8TPU1,MASP2
A0A8V8TQL2,MASP2
A0A8V8TQL6,MASP2
A0A9L9PXD9,FBLN5
A0A9L9PXG8,NUCB1
A0A9L9PXH6,NUCB1
A0A9L9PXT8,NUCB1
A0A9L9PXW6,NUCB1
A0A9L9PYA9,NUCB1
A0A9L9PYB2,NUCB1
A0A9L9PYB5,NUCB1
A0AA34QVH0,PCSK9
A0AA51Z0K1,F12
A0AA51Z3R2,F12
A0AAG2UUW0,APOB
A0AAQ5BGX4,PCSK9
A0ABB0MVF0,DPP7
A0ABB0MVF1,DPP7
A0N0L5,IL6R hCG_1810911
A0N0N7,CX3CL1 hCG_15105
A1C2E7,GDF8
A1C2E8,GDF8
A1C2F0,GDF8
A1C2F2,GDF8
A1C2F7,GDF8
A1C2G8,GDF8
A1C2K4,GDF8
A1L453,PRSS38 MPN2
A2A2V4,VEGFA
A2RUU4,CLPSL1 C6orf127
A4D0V7,CPED1 C7orf58 UNQ9432/PRO34713
A4D125,SOSTDC1 hCG_19295 tcag7.902
A4D2D2,PCOLCE tcag7.602
A5D6V7,CHIA
A5PLK9,BMP1
A6H8M9,CDHR4 CDH29 UNQ9392/PRO34300
A6MUU8,MIF
A6MW54,NRG1
A6MW55,NRG1
A6MW56,NRG1
A6NC86,PINLYP
A6NCI4,VWA3A
A6NGN9,IGLON5
A6NHN0,OTOL1
A6NIE9,PRSS29P ISP2
A6NKB8,RNPEP
A6NKQ9,CGB1
A6QL64,ANKRD36 ANKRD36A KIAA1641 UNQ2430/PRO499
A6XND0,IGFBP3
A8K061,
A8K118,
A8K144,
A8K309,
A8K3I0,
A8K3L0,
A8K479,
A8K494,
A8K5J8,
A8K651,
A8K668,
A8K6A8,
A8K6C1,
A8K6C9,
A8K852,
A8K9M4,
A8K9M5,
A8KAJ7,
A8KAM5,
A8MTI9,PRSS47P PRSS47
A8MTL9,HMSD
A8MUN2,APOB
A8MV23,SERPINE3
A8MXL6,SEC13
A8MXU0,DEFB108A DEFB108P1; DEFB108C DEFB108P2
A8YQE4,IFNG
A9UJN9,PDGFB
A9UJP0,PDGFB
B0FYA9,NRG1
B0JFA2,IL4
B0YIW1,APOA5
B0YJ32,LAMA3
B0ZBE2,AGT hFLT1 hCG_14741
B0ZBE8,NPPA
B1AKI9,ISM1 C20orf82 ISM
B2MV14,LTF
B2R4M6,
B2R4P7,
B2R6V9,
B2R6W1,
B2R6W4,
B2R7F8,
B2R888,
B2R8G3,
B2R8P5,
B2RA81,
B2RB33,
B2RC63,
B2RCP7,
B2ZPJ8,
B3KSL2,
B3KUQ4,
B3KVH9,
B3KXD3,
B3KXR2,
B3VMW0,
B4DDQ4,
B4DEK5,
B4DJC2,
B4DKI2,
B4DL19,
B4DLD1,
B4DM06,
B4DMZ5,
B4DN15,
B4DN26,PLAT
B4DN59,
B4DN90,
B4DP80,APOA1BP AIBP
B4DPC8,
B4DPM2,
B4DPQ3,
B4DRB7,
B4DRF2,
B4DS40,
B4DT06,XYLT2
B4DTR8,LIPG
B4DV44,
B4DV48,
B4DV92,
B4DVZ2,
B4DW26,
B4DW34,
B4DW69,
B4E197,
B4E1B0,
B4E1G5,
B4E1Y7,
B4E216,
B4E3S6,
B5A978,RAGE
B5A979,RAGE
B5BUQ8,IL1B
B5MBX2,TCN2
B5MC14,IL6
B5MCF4,FGF1
B5MCZ3,IL6
B6ECI7,MYOC
B6V6K6,MYOC
B6V6K7,MYOC
B7Z313,
B7Z550,C8B hCG_23458
B7Z6K2,
B7Z7V0,
B7Z826,
B7Z832,
B7Z8A9,
B7Z938,
B7ZAL5,
B7ZBK1,F10
B7ZLE5,FN1
B7ZLY3,LTBP1
B8ZX62,PLAT
B8ZZC1,FBLN7
B8ZZT6,LOXL3
B8ZZW4,IL1R1
B9A025,LOXL3
B9A064,IGLL5
B9EGV5,NRG3
B9EK51,NRG1
C0JYY2,APOB hCG_20898
C1L3E0,CD40LG
C3VMY8,CRYAB
C6SUN5,AgRP AGRP hCG_28814
C8CHS3,ECM1
C9J5B0,IL6
C9J5Y1,TMPRSS2
C9JC84,FGG
C9JD84,LTBP1
C9JDC5,FGF1
C9JEU5,FGG
C9JKZ3,TMPRSS2
C9JUP6,FGF1
C9JUS6,ADM5 C19orf76
C9JV77,AHSG
C9JWV2,IL1B
D0EI67,CCL5 hCG_32592
D4HNR6,IL4 hCG_24113
D6R9A6,HMGB2
D6RA81,ODAM
D6RAR4,HGFAC
D6RH31,NPNT
D6RHI9,RNASET2
D9ZGF2,COL6A3
D9ZHP6,NRG3
D9ZHP7,NRG3
D9ZHQ6,NRG3
D9ZHQ7,NRG3
E1A689,
E2RYF7,HCG22 G2 PBMUCL2
E3SFM9,NRG1
E5RFR1,PENK
E5RI60,ADAMTS1
E5RJI0,LPL
E6Y8C6,PRF1
E7END4,LOXL3
E7END6,PROC
E7ENE1,IL12A
E7EPV7,SNCA
E7EQB2,LTF
E7EQE7,CORIN
E7ER44,LTF
E7ERP7,APOE
E7ES19,THBS4
E7ESF4,PLAT
E7ET40,PLAU
E7ETB4,CLU
E7ETH0,CFI
E9KL26,SERPING1
E9KL36,HEL111
E9LUE7,SMPD1
E9PEV4,APOE
E9PF17,VCAN
E9PGI0,ARSK
E9PGR3,IL12A
E9PHZ5,CTSB
E9PKC6,CD44
E9PP15,LRP8
E9PQ64,IL15RA
E9PR21,CTSB
E9PRT6,PNLIPRP1
E9PSG5,CTSB
F1C4A7,CD14
F1T0J3,IMPG2
F2RM35,factor IX F9
F2RM37,F9 p22
F2Z3N2,C2
F5GXS0,C4B
F5GZD9,PTHLH
F5H0L2,CRB1
F5H386,LPO
F5H6I3,NELL1
F5H7N8,OLR1
F5H8B0,F7
F6S6P2,BAG6
F6TC96,BAG6
F6U1F2,BAG6
F6U341,BAG6
F6UR09,BAG6
F6VEM6,BAG6
F6WML8,BAG6
F6X9W3,BAG6
F6XTU0,BAG6
F8VV56,CD63
F8VWK8,CD63
F8W022,CD63
F8W8J5,VSTM2A
G3V3R6,LGALS3
G3V3X5,LTBP2
G3XAI2,LAMB1
G3XAK1,MST1 hCG_2001992
G3XAM2,CFI hCG_21044
G3XAP6,COMP hCG_37043
G5E971,MMP13 hCG_39650
G5E9W0,PLA1A hCG_22568
H0Y2P0,CD44
H0Y3H6,C2
H0Y5A1,PTGDS
H0Y7L5,APOE
H0Y9B1,IL6R
H0YA46,ODAM
H0YAC1,
H0YBA3,NRG1
H0YBB7,CPQ
H0YCV9,CD44
H0YD13,CD44
H0YD17,CD44
H0YDW7,CD44
H0YDX6,CD44
H0YJH1,ENTPD5
H0YJV3,NID2
H0YLH9,IL16
H0YNA5,SEC11A
H3BLW8,VEGFA
H3BRJ9,CETP
H3BRW4,PLA2G10 hCG_1746186
H6UYS0,SNCA hCG_1777783
H6UYS5,SNCA
H6UYS7,SNCA
H7BYW6,PDGFA
H7BYX9,PROC
H7BZI1,NUCB1
H7BZL4,GPC1
H7C024,GPC1
H7C410,GPC1
H7C443,GARS1
H7C4H1,PLA1A
H7C5H1,CFB
H9C875,
H9KV48,SERPING1
H9KVB3,OTOG
H9ZYJ2,TXN
I1W660,DKK1
I3L298,DNASE1
I3L3B0,C1QBP hCG_2040042
I3L3Q7,C1QBP
I3L3R5,CCER2
I6L893,
I6L957,HNRNPA2B1
I6N821,GHRL
J3KMZ3,PLA2G2C
J3KNC5,NELL1 hCG_1811036
J3KPA4,VEGFA
J3KQ66,RELN
J3QKX5,MEP1B hCG_25081
J3QQQ0,LIPG
J3QQT3,IL34
K7EJB9,CALR
K7EL50,CALR
K7EQ05,GRN
K7ER74,APOC4-APOC2
K9N163,IL15RA il15ra
K9N1J3,IL15RA il15ra
K9N2Q6,IL15RA il15ra
K9N2S2,IL15RA il15ra
K9N2S6,il15ra
M0QZG3,IFI30
O00634,NTN3 NTN2L
O14498,ISLR UNQ189/PRO215
O43645,IL1b IL1B
O60575,SPINK4
O60595,IL12A hCG_1685939
O76038,SCGN SECRET
O95156,NXPH2 NPH2
O95157,NXPH3 KIAA1159 NPH3 UNQ687/PRO1327
O95158,NXPH4 NPH4 UNQ1928/PRO4403
O95857,TSPAN13 NET6 TM4SF13 UNQ260/PRO296
O95969,SCGB1D2 LIPHB LPNB
P0C091,FREM3
P0C7V7,SEC11B SEC11L2 SPCS4B
P0CG01,GKN3P
P0CG36,CFC1B
P0CJ72,MTRNR2L5
P0DOX2,
P0DOX7,
P0DOX8,
P0DP01,IGHV1-8
P0DP02,IGHV3-30-3
P0DP03,IGHV3-30-5
P0DP04,IGHV3-43D
P0DP06,IGHV4-30-4
P0DP07,IGHV4-31
P0DP08,IGHV4-38-2
P0DP09,IGKV1-13
P0DP73,DEFB130B
P0DP74,DEFB130A DEFB130 DEFB30
P0DSN7,IGKV1D-37
P0DTE1,IGHV3-38-3 IGHV3-D
P0DTE2,IGHV8-51-1
P0DY26,DEFB109D
P11465,PSG2 PSBG2
P16562,CRISP2 GAPDL5 TPX1
P58417,NXPH1 NPH1 Nbla00697
P59646,FXYD4 UNQ526/PRO1069
P59861,DEFB131A DEFB131 DEFB31
P60985,KRTDAP KDAP UNQ467/PRO826
P62502,LCN6 LCN5 UNQ643/PRO1273
Q02325,PLGLB1 PLGL PRGB; PLGLB2 PLGP1
Q05BM8,GALNT1
Q05CI3,C7
Q05CV3,C8B
Q06AH7,TF
Q075Z2,BSPH1
Q0P651,ABHD18 C4orf29
Q0VHD7,FASLG
Q13046,PSG7
Q13072,BAGE BAGE1
Q13296,SCGB2A2 MGB1 UGB2
Q14507,EDDM3A FAM12A HE3A
Q16557,PSG3
Q16609,LPAL2 APOARGC
Q1W4C9,SPINK13 HBVDNAPTP1 SPINK5L3
Q1ZYL8,IZUMO4 C19orf36 UNQ831/PRO1758
Q2TUW9,
Q2TV78,MST1L D1F15S1A MST1P9 MSTP9
Q2VT96,
Q30KQ1,DEFB133
Q30KQ4,DEFB116 DEFB16
Q30KQ5,DEFB115 DEFB15
Q30KQ8,DEFB112 DEFB12
Q30KR1,DEFB109B DEFB109P1B
Q3B7J2,GFOD2 UNQ9430/PRO34691
Q3SY34,CER1
Q496H8,NRN1L UNQ2446/PRO5725
Q4ACW9,TWEAK TNFSF12 hCG_1991317
Q4LE67,CSPG3 variant protein
Q4VB88,NELL1
Q4VXY6,COL11A2 RP5-1033B10.5-001
Q4W4Y1,DRIP4
Q4W5L2,SNCA
Q4ZFW8,IHH
Q53FJ5,
Q53FK3,
Q53FR6,
Q53G71,
Q53G75,
Q53G96,
Q53G97,
Q53GZ8,
Q53H33,
Q53H39,
Q53H93,
Q53HP3,
Q53HT9,
Q53HU9,
Q53RY4,KRTCAP3 KCP3 UNQ3066/PRO9898
Q53TY1,LOXL3
Q53XY9,PTHLH hCG_37265
Q53YU7,GKN1 AMP18 CA11 FOV
Q542Y6,PLA2G12A hCG_21046
Q59EN5,
Q59FG9,
Q59GC5,
Q5BLP8,NICOL1 C4orf48
Q5D044,LAMA4
Q5EK51,
Q5FC01,IL4 hCG_24113
Q5HYL0,DKFZp686E01144
Q5JB40,
Q5JS37,NHLRC3
Q5JSG7,PCSK5
Q5JVA3,IL15RA
Q5JVE7,F10 hCG_27879
Q5JVE8,F10
Q5JXM2,METTL24 C6orf186
Q5M8T4,CTGF
Q5R387,PLA2G2C
Q5SQ11,PTGDS
Q5TIE3,VWA5B1
Q5TZP0,
Q5TZS4,
Q5U5M0,MMP17
Q5VUV5,CHIA
Q5VZ19,TDRD10 UNQ9380/PRO34205
Q5VZ79,hCG_2011440
Q5W186,CST9 CLM CTES7A
Q6AZ94,LTBP2
Q6EBC2,IL31
Q6FGS9,IL10
Q6FH59,VEGFC
Q6FH65,CSF3 hCG_30013
Q6FH89,CD160 hCG_1762288 RP11-373C9.1-006
Q6FHC8,POMC
Q6FHC9,STC2 hCG_40281
